"id","code","name","city","country","additional_info"
288,DE,Airport Cologne- Bonn (CGN),Bonn/ Cologne,Germany,"All in.
VIP lounge incl.
Porter services incl up to 2 pieces of luggage
Private limousine transportation to/from aircrfat incl. Children (2-13yo): 350,00 EUR - arrival or departure; 540,00 EUR - transit
Last minute request (<2 days) + 25%
Cancellation fees: 100,00 after booking confirmation; less than 48 hours - 100%.
Booking change (date, time, flight) - 50,00"
289,DE,City Airport Bremen (BRE),Bremen,Germany,"Porter services incl up to 2 pieces of luggage VIP lounge (departure or transit) - 55,00
Children (2-11yo): 90,00 EUR - arrival or departure; 110,00 EUR - transit
Last minute booking (less 48 hours) + 25%"
290,DE,Dortmund   Airport (DTM),Dortmund,Germany,"Porter services incl up to 2 pieces of luggage VIP lounge (departure or transit) incl.
Children (2-11yo): 180,00 EUR - arrival or departure; 210,00 EUR - transit
Last minute booking (less 48 hours) + 25%"
292,DE,Rhein Ruhr International Airport (DUS),Düsseldorf,Germany,"Porter services incl up to 2 pieces of luggage. Extra bags – 10,00 p/bag
Visitor pass – 95,00 p/p Children till 6 yo - free
Children care (6-15 yo) extra charge – 95,00 p/p Tax-Refund (up to 20 invoices) - 95,00 p/P
VIP Pasrking – 50,00 p/day, p/car VIP-Gate A100 (2 hours) – 750,00
Last minute booking: 72-48 hours prior services + 25%; 48 – 24 hours + 50%.
Cancellation: up to 72 hours – free; 72-48 hours – 25%; 48-36 hours – 50%; 36 – 24 hours – 80%; less than 24
hours or no-show – 100%."
293,DE,Rhein Ruhr International Airport (DUS),Düsseldorf,Germany,"Porter services - 40,00 EUR up to 2 bags Business lounge (departure/transit) – 60,00 p/P
Children (2-11yo): 90,00 EUR - arrival or departure; 130,00 EUR – transit
TAX Refund assistance – 195,00 p/passport Last minute request (<2 days) + 25%
Cancellation fees: 100,00 after booking confirmation; Less than 48 hours - 100%.
Booking change (date, time, flight) - 50,00"
294,DE,Erfurt-Weimar Airport (ERF),Erfurt,Germany,Last minute booking (less 48 hours) + 25%
295,DE,Fraport – Frankfurt International Airport (FRA),Frankfurt am Main,Germany,"Early arr. or dep. Until 06:30am + 250,00 (p/order) Private limousine transportation to/from aircraft incl. Porter services (2 pieces p/p) incl. Extra bag = 15,00 Tax Refund inside the lounge: 130,00 p/P
2 hours in VIP lounge incl. Every next hour = 370,00 p/h, p/service
Infants 0 - 2 yo - free-of-charge. Children from 2 yo - no discount.
Private Suites - from 300,00 (up to 2 hours) Accompanying person in VIP Lounge - 150,00 p/p Last minute booking (less 3 days) + 25%
Last minute booking (less 2 days) + 50% Last minute booking (less 1 day) + 100%"
296,DE,Fraport – Frankfurt International Airport (FRA),Frankfurt am Main,Germany,"Porter Service + 65,00 EUR upto 4 bags (arr. or dep.); 95,00 EUR upto 4 bags (transit)
Children (2-11yo): 110,00 EUR - arrival or departure; 150,00 EUR - transit
Short-term requests (less 24 hours) + 25%
Business lounge (dep. or. trans.): 85,00 EUR p/P (Terminal 2 only!) up to 2 hours."
297,DE,Bodensee Airport Friedrichshafen (FDH),Friedrichshafen,Germany,"Up to 2 pieces of luggage incl. Extra piece - 15,00 VIP/Business Lounge – N/A
Tax Refund assistance - 50,00 p/p
Children (2-11yo): 90,00 EUR - arrival or departure; 130,00 EUR - transit
Last minute request (<48 hours) + 25%"
298,DE,Hamburg International Airport (HAM),Hamburg,Germany,"Porter services - 40,00 EUR up to 2 bags Business lounge (departure/transit) – 60,00 p/P
Children (2-11yo): 90,00 EUR - arrival or departure; 130,00 EUR – transit
TAX Refund assistance – 195,00 p/passport Last minute request (<2 days) + 25%
Cancellation fees: 100,00 after booking confirmation; Less than 48 hours - 100%.
Booking change (date, time, flight) - 50,00"
299,DE,Hamburg International Airport (HAM),Hamburg,Germany,"Private transfer from/to aircraft in case of remote parking
- incl.
Porter services - 40,00 EUR up to 4 bags
Children (2-11yo): 90,00 EUR - arrival or departure; 130,00 EUR – transit
TAX Refund assistance – 195,00 p/passport Last minute request (<2 days) + 25%
Cancellation fees: 100,00 after booking confirmation; Less than 48 hours - 100%.
Booking change (date, time, flight) - 100,00"
300,DE,Hamburg International Airport (HAM),Hamburg,Germany,"Private transfer from/to aircraft in case of remote parking - incl.
Porter services incl.
TAX Refund assistance – 195,00 p/passport
Children (2-11yo): 140,00 EUR - arrival or departure; 190,00 EUR - transit
Last minute request (<2 days) + 25%"
301,DE,Hannover International Airport (HAJ),Hannover,Germany,"Porter services - 40,00 EUR up to 2 bags Business lounge (departure/transit) – 60,00 p/P
Children (2-11yo): 90,00 EUR - arrival or departure; 130,00 EUR – transit
TAX Refund assistance – 195,00 p/passport Last minute request (<2 days) + 25%
Cancellation fees: 100,00 after booking confirmation; Less than 48 hours - 100%.
Booking change (date, time, flight) - 50,00"
302,DE,Karlsruhe/Baden- Baden Airport (FKB),Karlsruhe / Baden-Baden,Germany,"Private transfer from/to a/c – by request
Porter services - 55,00 (up to 4 pieces of luggage) VIP/Business Lounge (departure only) - 65,00 p/p Tax Refund assistance - 60,00 p/p
Children (2-11yo): 90,00 EUR - arrival or departure; 130,00 EUR - transit
Last minute request (<48 hours) + 25%"
303,DE,Leipzig/Halle Airport (LEJ),Leipzig,Germany,"Private transfer from/to a/c - 120,00 (1-3 pax) Porter services - 55,00 (up to 4 pieces of luggage) VIP/Business Lounge (departure only) - 65,00 p/p Tax Refund assistance - 60,00 p/p
Children (2-11yo): 90,00 EUR - arrival or departure; 130,00 EUR - transit
Last minute request (<48 hours) + 25%"
304,DE,Munich International Airport (MUC),Munich,Germany,"Porter services - 35,00 (up to 2 bags) VIP Lounge (departure only) - 65,00 p/p Tax Refund assistance - 85,00 p/p
E-cart + 125,00 (up to 4 pax)
Children (2-11yo): 100,00 EUR - arrival or departure; 140,00 EUR - transit
Last minute request (less 2 days) + 25%
Cancellation after confirmation: 75,00 p/booking (till 48 hours). Less 48 hours - 100%"
305,DE,Munich International Airport (MUC),Munich,Germany,"Porter services - 35,00 (up to 2 bags)  VIP/Business  Lounge (departure only) - 85,00 p/p Tax Refund assistance - 85,00 p/p
Children (2-11yo): 150,00 EUR - arrival or departure; 190,00 EUR - transit
Last minute request (<48 hours) + 25% Cancellation after confirmation < 48 hours - 100%"
306,DE,Munich International Airport (MUC)),Munich,Germany,"Up to 3 pieces of luggage incl. Extra piece - 20,00 Tax Refund assistance - 115,00 p/p Accompanying person in VIP Lounge - 150,00 p/p
Extra time inside VIP Lounge (more than 2 hours) - 175,00 p/p & p/hour
Private lounges – from 670,00 (p/2 hours) Last minute request (less 3 days) + 35% Last minute request (less 2 days) + 50%
Each amendment (after confirmation) + 170,00
Cancellation after confirmation < 48 hours – 100%"
307,DE,Münster Osnabrück International Airport (FMO),Münster / Osnabrück,Germany,"BY REQUEST ONLY!
Porter services incl up to 2 pieces of luggage VIP lounge (departure or transit) incl.
Children (2-11yo): 180,00 EUR - arrival or departure; 210,00 EUR - transit
Last minute booking (less 48 hours) + 25%"
308,DE,Nuremberg Airport (NUE),Nürnberg,Germany,"All incl.
Infants till 2 yo - free. No discount for children
Last minute request (<72 hours) + 25%"
309,DE,Stuttgart International Airport (STR),Stuttgart,Germany,"Porter services - 40,00 EUR up to 2 bags Business lounge (departure/transit) – 60,00 p/P
Children (2-11yo): 90,00 EUR - arrival or departure; 130,00 EUR – transit
TAX Refund assistance – 195,00 p/passport Last minute request (<2 days) + 25%
Cancellation fees: 100,00 after booking confirmation; Less than 48 hours - 100%.
Booking change (date, time, flight) - 50,00"
330,GR,Diagoras International Airport (RHO),Rhodes,Greece,"Children 0-5 yrs - free
Children 5-12 yrs - 70,00 EUR (100,00 EUR - transit) Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 145,00 EUR (up to 4 pax, one-way) - by request
CIP Lounge (departure only) - 65,00 EUR p/pax (children till 12 yrs - 50,00 EUR p/p)
Last minute booking <2 days + 25%"
310,DE,Stuttgart International Airport (STR),Stuttgart,Germany,"NOTE: Pax with luggage must arrive to  GAT 85 min. prior departure; pax without luggage – 45 min.
Connecting flights – min 40 min. layout. VIP lounge incl
Private transportation to/from aircraft incl. Porter services upto 2 bags p/p incl.
Infants (0-1,99yo) – free-of-charge. No discount for children.
Last minute booking <3 days + 25% Cancellation up to 72 hours – free-of-charge Cancellation up to 48 hours – 25% Cancellation 48-36 hours – 50%
Cancellation less 36 hours – 100%"
311,GH,Kotoka International Airport (ACC),Accra,Ghana,"Private transfer from/to aircrfat (up to 6 pax) - 125,00 Porter services - 55,00 (upto 5 pieces of luggage)
Pre-check-in (departure) - 30,00 p/p Business Lounge (departure) - 75,00 p/p
Children (2-11yo): 120,00 EUR - arrival or departure; 160,00 EUR - transit
Last minute booking <3 days + 25%"
312,GI,"North Front Airport
(GIB)",Gibraltar,Gibraltar,"Porter services - 55,00 (upto 3 pieces of luggage)
Last minute booking <3 days + 25% Business Lounge - 55,00 p/p
Children (2-11yo): 145,00 EUR - arrival or departure
Last minute booking <3 days + 25%"
313,KY,Owen Roberts International Airport (GCM),Owen Roberts,Grand Cayman Islands,"Porter services - 45,00 (upto 3 pieces of luggage) Business Lounge (departure only) - 55,00 p/p Children (2-11yo): 145,00 EUR - arrival or departure; 180,00 EUR - transit
Last minute booking <3 days + 25%"
314,GR,Aktion National Airport (PVK),Aktion,Greece,"Children 0-5 yrs - free
Children 5-12 yrs - 70,00 EUR (100,00 EUR - transit) Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 145,00 EUR (up to 4 pax, one-way) - by request
CIP Lounge (departure only) - 65,00 EUR p/pax (children till 12 yrs - 50,00 EUR p/p)
Last minute booking <2 days + 25%"
315,GR,Eleftherios Venizelos International Airport (ATH),Athens,Greece,"Children 0-5 yrs – free-of-charge Children 5-12 yrs – no discount
Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 65,00 EUR (up to 4 pax, one-way)
CIP Lounge (departure only) incl.
Last minute booking <2 days + 25%"
316,GR,"Araxos National
Airport (Agamemnon) (GPA)","Araxos/
Patras",Greece,"Children 0-5 yrs - free
Children 5-12 yrs - 70,00 EUR (100,00 EUR - transit) Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 145,00 EUR (up to 4 pax, one-way) - by request
CIP Lounge (departure only) - 65,00 EUR p/pax (children till 12 yrs - 50,00 EUR p/p)
Last minute booking <2 days + 25%"
317,GR,Daskalogiannis International Airport (CHQ),Chania,Greece,"Children 0-5 yrs - free
Children 5-12 yrs - 70,00 EUR (100,00 EUR - transit) Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 145,00 EUR (up to 4 pax, one-way) - by request
CIP Lounge (departure only) - 65,00 EUR p/pax (children till 12 yrs - 50,00 EUR p/p)
Last minute booking <2 days + 25%"
318,GR,Chios Island National  Airport (JKH),Chios,Greece,"Children 0-5 yrs - free
Children 5-12 yrs - 70,00 EUR (100,00 EUR - transit) Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 145,00 EUR (up to 4 pax, one-way) - by request
CIP Lounge (departure only) - 65,00 EUR p/pax (children till 12 yrs - 50,00 EUR p/p)
Last minute booking <2 days + 25%"
319,GR,Ioannis Kapodistrias International Airport (CFU),Corfu,Greece,"Children 0-5 yrs - free
Children 5-12 yrs - 70,00 EUR (100,00 EUR - transit) Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 145,00 EUR (up to 4 pax, one-way) - by request
Lounge (departure only) – N/A
Last minute booking <2 days + 25%"
320,GR,Nikos Kazantzakis International Airport (HER),Heraklion,Greece,"Departure - Lounge included Children 0-5 yrs – free-of-charge Children 5-12 yrs – no discount
Porter services + 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 65,00 EUR (up to 4 pax, one-way) - by request
Last minute booking <2 days + 25%"
321,GR,Captain Vassilis Constantakopoulos International Airport (KLX),Kalamata,Greece,"Children 0-5 yrs - free
Children 5-12 yrs - 70,00 EUR (100,00 EUR - transit) Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 145,00 EUR (up to 4 pax, one-way) - by request
CIP Lounge (departure only) - 65,00 EUR p/pax (children till 12 yrs - 50,00 EUR p/p)
Last minute booking <2 days + 25%"
322,GR,Alexander the Great International Airport (KVA),Kavala,Greece,"Children 0-5 yrs - free
Children 5-12 yrs - 70,00 EUR (100,00 EUR - transit) Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 145,00 EUR (up to 4 pax, one-way) - by request
CIP Lounge (departure only) - 65,00 EUR p/pax (children till 12 yrs - 50,00 EUR p/p)
Last minute booking <2 days + 25%"
323,GR,Cephalonia International Airport (EFL),Kefalonia,Greece,"Children 0-5 yrs - free
Children 5-12 yrs - 70,00 EUR (100,00 EUR - transit) Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 145,00 EUR (up to 4 pax, one-way) - by request
CIP Lounge (departure only) - 65,00 EUR p/pax (children till 12 yrs - 50,00 EUR p/p)
Last minute booking <2 days + 25%"
324,GR,Hippocrates Island International Airport (KGS),Kos,Greece,"Children 0-5 yrs - free
Children 5-12 yrs - 70,00 EUR (100,00 EUR - transit) Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 145,00 EUR (up to 4 pax, one-way) - by request
CIP/Business Lounge – N/A
Last minute booking <2 days + 25%"
325,GR,Karpatos Island National Airport (AOK),Lefkos / Lefkosa / Karpatos,Greece,"Children 0-5 yrs - free
Children 5-12 yrs - 70,00 EUR (100,00 EUR - transit) Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 145,00 EUR (up to 4 pax, one-way) - by request
CIP Lounge (departure only) - 65,00 EUR p/pax (children till 12 yrs - 50,00 EUR p/p)
Last minute booking <2 days + 25%"
326,GR,Lemnos International Airport (LXS),Lemnos,Greece,"Children 0-5 yrs - free
Children 5-12 yrs - 70,00 EUR (100,00 EUR - transit) Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 145,00 EUR (up to 4 pax, one-way) - by request
CIP Lounge (departure only) - 65,00 EUR p/pax (children till 12 yrs - 50,00 EUR p/p)
Last minute booking <2 days + 25%"
327,GR,Mytilene International Airport (MJT),Lesbos,Greece,"Children 0-5 yrs - free
Children 5-12 yrs - 70,00 EUR (100,00 EUR - transit) Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 145,00 EUR (up to 4 pax, one-way) - by request
CIP Lounge (departure only) - 65,00 EUR p/pax (children till 12 yrs - 50,00 EUR p/p)
Last minute booking <2 days + 25%"
328,GR,Mykonos Island National Airport (JMK),Mykonos,Greece,"Children 0-5 yrs – free-of-charge Children 5-12 yrs – no discount
Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 65,00 EUR (up to 4 pax, one-way)
Lounge – N/A
Last minute booking <2 days + 25%"
329,GR,Dionysios Solomos International Airport (ZTH),Zakynthos,Greece,"Children 0-5 yrs - free
Children 5-12 yrs - 70,00 EUR (100,00 EUR - transit) Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 145,00 EUR (up to 4 pax, one-way) - by request
CIP Lounge (departure only) - 65,00 EUR p/pax (children till 12 yrs - 50,00 EUR p/p)
Last minute booking <2 days + 25%"
331,GR,Aristarchos International Airport (SMI),Samos,Greece,"Children 0-5 yrs - free
Children 5-12 yrs - 70,00 EUR (100,00 EUR - transit) Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 145,00 EUR (up to 4 pax, one-way) - by request
CIP Lounge (departure only) - 65,00 EUR p/pax (children till 12 yrs - 50,00 EUR p/p)
Last minute booking <2 days + 25%"
332,GR,Thira National Airport (JTR),Santorini,Greece,"Children 0-5 yrs - free
Children 5-12 yrs - 70,00 EUR (100,00 EUR - transit) Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 145,00 EUR (up to 4 pax, one-way) - by request
Lounge – N/A
Last minute booking <2 days + 25%"
333,GR,"Alexandros
Papadiamantis Airport (JSI)",Skiathos,Greece,"Children 0-5 yrs - free
Children 5-12 yrs - 70,00 EUR (100,00 EUR - transit) Porter services - 65,00 EUR up to 3 bags
Private transfer from/to aircraft - 145,00 EUR (up to 4 pax, one-way) - by request
CIP Lounge (departure only) - 65,00 EUR p/pax (children till 12 yrs - 50,00 EUR p/p)
Last minute booking <2 days + 25%"
